Age,Attrition,Department,EducationField,Gender,JobRole,MaritalStatus,NumCompaniesWorked,YearsAtCompany
30,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,3,7
32,No,Research & Development,Technical Degree,Male,Research Scientist,Single,2,7
38,No,Research & Development,Medical,Male,Healthcare Representative,Married,3,1
43,Yes,Research & Development,Technical Degree,Male,Research Scientist,Married,9,1
42,No,Research & Development,Medical,Male,Laboratory Technician,Divorced,8,5
55,No,Research & Development,Medical,Male,Research Director,Married,8,1
33,No,Research & Development,Technical Degree,Male,Research Scientist,Divorced,5,9
41,No,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1,5
34,No,Sales,Life Sciences,Male,Sales Executive,Divorced,1,15
53,No,Research & Development,Medical,Female,Manufacturing Director,Married,4,3
43,No,Human Resources,Life Sciences,Male,Human Resources,Single,0,9
34,No,Sales,Life Sciences,Female,Sales Executive,Single,5,2
21,Yes,Sales,Marketing,Male,Sales Representative,Single,1,1
38,No,Research & Development,Other,Female,Laboratory Technician,Married,1,5
22,Yes,Research & Development,Medical,Female,Laboratory Technician,Married,1,1
31,No,Sales,Marketing,Female,Sales Executive,Married,1,12
51,No,Research & Development,Technical Degree,Female,Manager,Married,2,2
37,No,Sales,Marketing,Male,Sales Executive,Married,1,5
46,No,Research & Development,Medical,Male,Research Director,Divorced,7,2
36,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,7,12
44,Yes,Research & Development,Medical,Male,Research Scientist,Divorced,1,5
37,No,Human Resources,Other,Male,Human Resources,Divorced,2,10
35,Yes,Sales,Life Sciences,Male,Sales Executive,Single,1,10
33,No,Research & Development,Life Sciences,Male,Research Scientist,Married,6,10
28,No,Research & Development,Life Sciences,Male,Research Scientist,Married,1,5
39,No,Research & Development,Medical,Male,Research Director,Single,7,4
46,No,Sales,Life Sciences,Male,Sales Executive,Single,8,2
40,No,Research & Development,Life Sciences,Female,Laboratory Technician,Married,4,4
42,No,Research & Development,Medical,Male,Healthcare Representative,Married,5,0
35,No,Research & Development,Medical,Male,Manufacturing Director,Divorced,2,7
38,No,Human Resources,Human Resources,Male,Human Resources,Divorced,5,11
34,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Married,4,7
37,Yes,Research & Development,Medical,Male,Manufacturing Director,Single,1,10
39,No,Sales,Life Sciences,Male,Sales Executive,Divorced,2,2
43,No,Research & Development,Life Sciences,Male,Research Scientist,Single,4,3
41,No,Research & Development,Life Sciences,Male,Healthcare Representative,Single,3,3
41,No,Sales,Marketing,Female,Sales Executive,Divorced,0,22
30,No,Research & Development,Medical,Female,Manufacturing Director,Single,9,7
26,Yes,Human Resources,Medical,Female,Human Resources,Married,0,5
46,Yes,Research & Development,Medical,Female,Healthcare Representative,Married,4,9
40,No,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,4,5
34,No,Sales,Technical Degree,Male,Sales Executive,Married,1,10
58,No,Sales,Medical,Male,Manager,Divorced,4,16
35,No,Research & Development,Medical,Male,Laboratory Technician,Married,0,5
47,No,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,8,22
40,No,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,2,7
54,No,Research & Development,Medical,Female,Research Scientist,Married,4,7
31,No,Sales,Marketing,Female,Sales Executive,Married,2,3
28,No,Research & Development,Medical,Female,Research Scientist,Married,1,3
38,No,Sales,Marketing,Female,Sales Representative,Married,2,4
26,No,Sales,Medical,Male,Sales Executive,Single,1,5
58,No,Research & Development,Life Sciences,Male,Research Director,Married,2,2
18,No,Research & Development,Medical,Female,Research Scientist,Single,1,0
31,Yes,Human Resources,Human Resources,Male,Human Resources,Married,0,1
29,Yes,Human Resources,Human Resources,Male,Human Resources,Divorced,4,2
45,No,Sales,Life Sciences,Female,Sales Executive,Married,4,8
36,No,Research & Development,Other,Female,Research Scientist,Married,4,1
43,No,Sales,Life Sciences,Male,Sales Executive,Married,1,7
27,No,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,5
29,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,11
32,No,Sales,Marketing,Male,Sales Executive,Single,8,0
42,No,Research & Development,Technical Degree,Male,Research Scientist,Married,3,6
47,No,Research & Development,Life Sciences,Female,Laboratory Technician,Single,4,2
46,No,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,3,9
28,No,Human Resources,Life Sciences,Male,Human Resources,Divorced,1,3
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,8,7
42,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,4,0
32,Yes,Sales,Marketing,Male,Sales Executive,Single,7,2
46,No,Sales,Technical Degree,Female,Sales Executive,Divorced,2,19
27,No,Sales,Medical,Female,Sales Representative,Married,1,9
29,No,Human Resources,Medical,Male,Human Resources,Married,1,1
43,No,Research & Development,Medical,Female,Manager,Married,7,16
48,No,Research & Development,Life Sciences,Male,Research Director,Married,4,22
29,Yes,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
46,Yes,Sales,Life Sciences,Female,Sales Executive,Married,5,8
27,No,Research & Development,Life Sciences,Female,Research Scientist,Married,0,7
39,No,Research & Development,Other,Male,Research Scientist,Divorced,8,2
55,No,Research & Development,Technical Degree,Male,Research Scientist,Married,8,5
28,No,Sales,Medical,Female,Sales Representative,Married,1,1
30,Yes,Sales,Medical,Male,Sales Representative,Single,1,1
22,Yes,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
36,No,Sales,Technical Degree,Female,Sales Executive,Married,1,10
31,No,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1,10
34,No,Sales,Life Sciences,Male,Sales Executive,Married,2,5
29,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3,3
37,No,Research & Development,Medical,Male,Research Scientist,Married,5,5
35,No,Research & Development,Other,Female,Manufacturing Director,Married,0,3
45,No,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,9
36,No,Human Resources,Human Resources,Male,Human Resources,Single,1,10
40,No,Research & Development,Life Sciences,Male,Manager,Divorced,2,19
26,No,Research & Development,Life Sciences,Female,Research Scientist,Married,1,1
27,No,Sales,Medical,Female,Sales Executive,Single,0,8
48,No,Research & Development,Medical,Female,Manager,Divorced,3,22
44,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,2,2
34,Yes,Research & Development,Technical Degree,Male,Research Scientist,Married,1,5
56,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1,4
36,No,Sales,Marketing,Male,Sales Executive,Married,2,4
41,No,Sales,Marketing,Female,Sales Executive,Married,5,5
42,No,Research & Development,Medical,Male,Research Director,Married,9,13
31,No,Sales,Medical,Female,Sales Executive,Divorced,2,5
34,No,Sales,Medical,Female,Sales Executive,Married,3,4
31,No,Research & Development,Medical,Female,Laboratory Technician,Divorced,8,2
26,No,Research & Development,Other,Male,Laboratory Technician,Married,0,7
45,No,Research & Development,Medical,Male,Healthcare Representative,Single,4,4
33,No,Sales,Marketing,Male,Sales Executive,Single,1,10
28,No,Sales,Life Sciences,Male,Sales Executive,Married,1,7
29,Yes,Sales,Technical Degree,Male,Sales Representative,Single,1,1
39,No,Sales,Life Sciences,Female,Sales Executive,Married,6,3
27,No,Research & Development,Technical Degree,Male,Research Scientist,Married,1,5
34,No,Research & Development,Other,Male,Research Scientist,Married,1,15
28,Yes,Sales,Marketing,Female,Sales Executive,Single,3,2
47,No,Research & Development,Technical Degree,Male,Research Scientist,Married,8,8
56,No,Sales,Marketing,Female,Sales Executive,Married,4,0
39,No,Research & Development,Medical,Male,Manufacturing Director,Married,1,10
38,No,Research & Development,Medical,Female,Research Scientist,Divorced,1,20
58,No,Sales,Life Sciences,Female,Manager,Married,4,1
32,Yes,Research & Development,Life Sciences,Female,Research Scientist,Single,3,4
38,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,2,5
49,No,Research & Development,Life Sciences,Male,Research Director,Married,3,5
42,No,Sales,Marketing,Male,Sales Executive,Divorced,3,0
27,Yes,Human Resources,Human Resources,Female,Human Resources,Married,1,1
35,No,Sales,Medical,Male,Sales Executive,Married,0,5
28,No,Research & Development,Medical,Male,Research Scientist,Single,1,5
31,No,Research & Development,Medical,Male,Research Scientist,Divorced,1,4
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,5
34,No,Sales,Marketing,Male,Sales Executive,Single,1,14
34,No,Sales,Medical,Male,Sales Executive,Divorced,1,8
26,No,Research & Development,Medical,Male,Laboratory Technician,Single,0,7
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,5
32,No,Research & Development,Medical,Female,Healthcare Representative,Divorced,5,5
31,No,Research & Development,Life Sciences,Male,Research Scientist,Married,1,10
28,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,5,4
38,No,Sales,Life Sciences,Male,Sales Representative,Single,4,1
35,No,Sales,Life Sciences,Female,Sales Executive,Married,1,10
27,No,Sales,Marketing,Male,Sales Executive,Single,1,7
32,No,Research & Development,Life Sciences,Male,Manufacturing Director,Single,8,1
31,Yes,Sales,Marketing,Male,Sales Executive,Married,1,10
53,Yes,Sales,Life Sciences,Male,Sales Executive,Single,6,2
54,No,Research & Development,Life Sciences,Female,Research Scientist,Married,3,4
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,9
43,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,10
38,No,Human Resources,Other,Male,Human Resources,Married,0,6
55,No,Human Resources,Human Resources,Male,Manager,Married,4,10
31,No,Research & Development,Medical,Female,Laboratory Technician,Divorced,1,1
39,No,Sales,Marketing,Male,Sales Executive,Single,0,20
42,No,Research & Development,Life Sciences,Male,Research Scientist,Single,1,20
31,No,Research & Development,Medical,Female,Research Director,Married,4,11
54,No,Research & Development,Medical,Female,Manufacturing Director,Single,6,5
24,No,Research & Development,Life Sciences,Male,Healthcare Representative,Single,1,4
23,No,Research & Development,Other,Male,Laboratory Technician,Single,1,5
40,No,Research & Development,Technical Degree,Female,Laboratory Technician,Married,1,10
40,No,Sales,Marketing,Female,Sales Executive,Married,3,11
25,No,Human Resources,Human Resources,Female,Human Resources,Married,4,2
30,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,12
25,No,Research & Development,Other,Male,Laboratory Technician,Divorced,6,2
47,No,Research & Development,Medical,Male,Healthcare Representative,Single,2,17
33,No,Research & Development,Medical,Male,Laboratory Technician,Divorced,1,1
38,No,Sales,Life Sciences,Male,Sales Executive,Married,0,15
31,No,Sales,Life Sciences,Male,Sales Representative,Married,0,2
38,No,Research & Development,Life Sciences,Male,Manufacturing Director,Married,2,8
42,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,6,4
41,No,Research & Development,Life Sciences,Male,Research Scientist,Married,3,5
47,No,Research & Development,Medical,Female,Research Director,Married,0,13
35,No,Research & Development,Medical,Male,Laboratory Technician,Married,7,2
22,No,Research & Development,Life Sciences,Male,Research Scientist,Single,0,3
35,No,Research & Development,Medical,Male,Research Scientist,Single,1,10
33,No,Research & Development,Medical,Female,Healthcare Representative,Married,0,9
32,No,Research & Development,Life Sciences,Female,Laboratory Technician,Single,1,6
40,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,8,1
32,No,Sales,Medical,Male,Sales Representative,Married,0,2
39,No,Research & Development,Life Sciences,Male,Research Scientist,Single,7,7
38,No,Research & Development,Medical,Female,Research Director,Married,3,18
32,No,Sales,Marketing,Female,Sales Executive,Married,1,14
37,No,Research & Development,Life Sciences,Female,Research Director,Married,1,16
25,No,Sales,Other,Female,Sales Executive,Divorced,0,5
52,No,Sales,Life Sciences,Male,Sales Representative,Divorced,2,9
44,No,Research & Development,Medical,Male,Research Scientist,Single,6,4
21,No,Sales,Medical,Male,Sales Representative,Single,1,2
39,No,Research & Development,Life Sciences,Male,Manager,Single,2,6
23,Yes,Sales,Marketing,Male,Sales Representative,Married,1,1
36,No,Sales,Medical,Female,Sales Executive,Married,0,9
36,No,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,7,4
56,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,13
29,Yes,Research & Development,Medical,Male,Research Scientist,Married,9,2
42,No,Research & Development,Life Sciences,Male,Manager,Married,5,22
56,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,Married,8,10
41,No,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,20
34,No,Sales,Marketing,Female,Sales Executive,Married,1,8
36,No,Sales,Marketing,Male,Sales Executive,Divorced,1,15
41,No,Sales,Life Sciences,Male,Sales Executive,Divorced,2,5
32,No,Research & Development,Technical Degree,Male,Research Scientist,Single,1,4
35,No,Human Resources,Life Sciences,Female,Human Resources,Single,1,9
38,No,Sales,Life Sciences,Female,Sales Executive,Married,1,10
50,Yes,Sales,Life Sciences,Male,Sales Executive,Divorced,7,6
36,No,Sales,Marketing,Female,Sales Executive,Married,4,6
45,No,Sales,Life Sciences,Female,Sales Executive,Single,8,5
40,No,Research & Development,Life Sciences,Male,Research Scientist,Single,2,2
35,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,10
40,No,Research & Development,Medical,Female,Research Scientist,Married,2,5
35,No,Research & Development,Life Sciences,Female,Research Scientist,Married,1,4
29,No,Research & Development,Other,Male,Laboratory Technician,Married,4,4
29,No,Research & Development,Medical,Female,Research Scientist,Single,1,5
50,Yes,Sales,Marketing,Male,Sales Executive,Divorced,4,3
39,No,Sales,Marketing,Female,Sales Executive,Married,0,20
31,No,Research & Development,Medical,Male,Manufacturing Director,Single,0,9
26,No,Sales,Other,Female,Sales Representative,Single,0,4
36,No,Research & Development,Medical,Male,Laboratory Technician,Married,4,5
39,No,Research & Development,Medical,Male,Healthcare Representative,Married,4,7
27,No,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1,6
49,No,Sales,Medical,Male,Sales Executive,Married,2,9
34,No,Research & Development,Medical,Male,Laboratory Technician,Married,2,4
,237,,,,,,,
